lda1,lda2,region_name,geography_name,geography_code,region_code
-2.8939516265496303,-0.9948525982470169,South West,North Dorset,E07000050,E12000009
-2.400439693431752,0.5496325853751551,South West,Purbeck,E07000051,E12000009
-1.3119204208410564,-0.7319310744022779,South West,West Dorset,E07000052,E12000009
-0.39054829844030436,-0.802006741397903,South West,Weymouth and Portland,E07000053,E12000009
-1.4417382267181504,-0.46782543192692805,South West,Cheltenham,E07000078,E12000009
-3.919672508322468,-0.1594458789645376,South West,Cotswold,E07000079,E12000009
-2.6452087519809715,-0.3720699818559553,South West,Forest of Dean,E07000080,E12000009
-2.479044442713726,-0.0680409191036829,South West,Gloucester,E07000081,E12000009
-2.2976457055617607,-1.897640526068622,South West,Stroud,E07000082,E12000009
-0.11681088904175407,0.9500569416862948,South West,Tewkesbury,E07000083,E12000009
-2.679114697643191,1.3530277444472718,South West,Mendip,E07000187,E12000009
-3.488178961438788,0.38801614810628576,South West,Sedgemoor,E07000188,E12000009
-1.8147885464320779,-0.8294705144917912,South West,South Somerset,E07000189,E12000009
-1.6670051083977842,-0.5271984940718466,South West,Taunton Deane,E07000190,E12000009
-0.544328755385449,0.0560735220806957,South West,West Somerset,E07000191,E12000009
1.1392759127103687,-2.367897799897445,Wales,Isle of Anglesey,W06000001,W92000004
-2.090167444175284,-4.6860054918767,Wales,Gwynedd,W06000002,W92000004
-0.27162490522634664,-1.763694358941515,Wales,Conwy,W06000003,W92000004
0.3901802179164968,-4.823542690167665,Wales,Denbighshire,W06000004,W92000004
-1.8707304732446757,-5.7744462469264946,Wales,Flintshire,W06000005,W92000004
0.2727711440843468,-1.935562818671748,Wales,Wrexham,W06000006,W92000004
-2.445672689262367,-3.988219083694913,Wales,Powys,W06000023,W92000004
-2.7882516642006228,-1.316733922126376,Wales,Ceredigion,W06000008,W92000004
0.2329460540834647,-2.7493077033429465,Wales,Pembrokeshire,W06000009,W92000004
-0.4801728756796688,-3.106074808766557,Wales,Carmarthenshire,W06000010,W92000004
-0.40450399832950035,-4.99706012193266,Wales,Swansea,W06000011,W92000004
-1.00192023204154,-2.9178458435783106,Wales,Neath Port Talbot,W06000012,W92000004
-1.3280231522554322,-3.783080056148327,Wales,Bridgend,W06000013,W92000004
-1.2589210369963264,-2.6740150347596607,Wales,Vale of Glamorgan,W06000014,W92000004
-1.2286157607401753,-2.60130933942024,Wales,Cardiff,W06000015,W92000004
-0.9399760991434629,-2.6342329227336156,Wales,Rhondda Cynon Taff,W06000016,W92000004
-2.3597710705020822,-3.1041094279646395,Wales,Merthyr Tydfil,W06000024,W92000004
0.06722962913242103,-2.0271694111389653,Wales,Caerphilly,W06000018,W92000004
-1.7689770790006567,-3.7855921092190603,Wales,Blaenau Gwent,W06000019,W92000004
-3.0758409168443883,-2.071403127239228,Wales,Torfaen,W06000020,W92000004
-0.605502695329462,-2.483827087913545,Wales,Monmouthshire,W06000021,W92000004
-1.5845862304636613,-3.343117777057081,Wales,Newport,W06000022,W92000004
